nombre,area,jerarquia,puntaje,cantidad_proyectos,desempenio,personas_equipo,horas_extra,asistencia_puntualidad,desempenio_futuro
Empleado 1822,caja,trainee,63,3,medio,24,19,72,0
Empleado 1823,ventas,senior,84,3,medio,30,7,42,0
Empleado 1824,administracion,trainee,87,3,bajo,23,7,44,0
Empleado 1825,atencion al cliente,trainee,31,5,alto,5,11,86,0
Empleado 1826,deposito,trainee,75,3,medio,2,1,81,0
Empleado 1827,deposito,senior,83,2,medio,21,13,77,0
Empleado 1828,logistica,senior,69,1,medio,12,12,79,0
Empleado 1829,administracion,senior,36,5,alto,9,12,73,0
Empleado 1830,ventas,senior,37,3,medio,20,19,50,0
Empleado 1831,administracion,junior,88,4,bajo,20,14,61,0
Empleado 1832,reposicion,junior,61,5,medio,27,11,93,1
Empleado 1833,logistica,junior,44,2,medio,9,20,84,0
Empleado 1834,logistica,trainee,80,4,bajo,29,14,55,0
Empleado 1835,administracion,junior,70,4,medio,27,0,97,0
Empleado 1836,administracion,junior,45,1,alto,24,18,87,0
Empleado 1837,reposicion,senior,49,5,alto,5,12,45,0
Empleado 1838,administracion,junior,95,5,bajo,14,6,64,0
Empleado 1839,administracion,junior,53,2,bajo,24,6,58,0
Empleado 1840,ventas,trainee,80,4,bajo,25,2,95,0
Empleado 1841,atencion al cliente,senior,77,3,medio,12,6,79,0
Empleado 1842,atencion al cliente,junior,64,3,bajo,21,13,97,1
Empleado 1843,ventas,senior,31,1,medio,6,9,54,0
Empleado 1844,deposito,senior,89,5,alto,15,1,51,0
Empleado 1845,administracion,senior,81,5,medio,17,10,88,1
Empleado 1846,logistica,senior,94,4,medio,8,18,62,2
Empleado 1847,logistica,trainee,61,3,medio,18,5,56,0
Empleado 1848,atencion al cliente,junior,60,5,alto,24,0,61,0
Empleado 1849,caja,junior,48,5,medio,24,20,70,0
Empleado 1850,administracion,trainee,95,2,alto,7,11,99,0
Empleado 1851,caja,trainee,55,4,medio,2,2,78,0
Empleado 1852,ventas,junior,66,1,medio,26,14,60,1
Empleado 1853,caja,trainee,93,1,alto,11,20,56,0
Empleado 1854,caja,junior,75,3,medio,7,7,46,1
Empleado 1855,administracion,junior,49,3,medio,16,6,59,0
Empleado 1856,reposicion,junior,36,2,bajo,23,14,88,1
Empleado 1857,atencion al cliente,junior,45,5,alto,14,5,56,0
Empleado 1858,caja,senior,67,1,medio,27,11,98,2
Empleado 1859,administracion,senior,77,5,bajo,24,18,51,2
Empleado 1860,caja,junior,91,4,alto,19,18,76,2
Empleado 1861,deposito,junior,35,1,medio,13,18,57,0
Empleado 1862,deposito,junior,92,3,medio,23,7,65,0
Empleado 1863,deposito,trainee,37,4,bajo,24,6,43,0
Empleado 1864,caja,junior,46,3,alto,24,4,41,0
Empleado 1865,logistica,junior,39,3,alto,28,11,46,0
Empleado 1866,caja,junior,40,2,medio,10,14,85,1
Empleado 1867,atencion al cliente,trainee,42,1,medio,20,2,56,0
Empleado 1868,administracion,junior,96,1,alto,22,19,97,2
Empleado 1869,administracion,junior,83,3,alto,17,14,54,1
Empleado 1870,logistica,senior,39,3,medio,9,18,57,0
Empleado 1871,logistica,junior,82,4,alto,4,14,48,1
Empleado 1872,ventas,senior,84,3,bajo,2,16,63,0
Empleado 1873,reposicion,junior,31,1,medio,24,1,63,0
Empleado 1874,atencion al cliente,trainee,70,5,alto,4,5,82,1
Empleado 1875,deposito,senior,98,3,alto,26,12,98,2
Empleado 1876,administracion,junior,38,2,medio,29,11,66,0
Empleado 1877,administracion,senior,96,2,bajo,3,19,59,2
Empleado 1878,administracion,senior,94,2,medio,29,6,63,2
Empleado 1879,reposicion,senior,69,3,medio,3,3,58,0
Empleado 1880,logistica,trainee,70,5,medio,10,11,91,1
Empleado 1881,atencion al cliente,junior,77,4,bajo,28,3,94,1
Empleado 1882,caja,junior,83,2,medio,11,20,51,0
Empleado 1883,ventas,junior,88,3,bajo,28,12,89,1
Empleado 1884,logistica,trainee,38,5,medio,8,6,44,0
Empleado 1885,caja,junior,87,1,alto,17,5,64,0
Empleado 1886,reposicion,senior,62,4,medio,29,4,80,0
Empleado 1887,caja,junior,94,5,medio,13,12,92,1
Empleado 1888,atencion al cliente,senior,76,1,medio,23,3,56,0
Empleado 1889,administracion,senior,66,2,medio,7,15,51,1
Empleado 1890,deposito,senior,44,1,alto,3,6,70,0
Empleado 1891,atencion al cliente,trainee,47,5,medio,30,11,99,0
Empleado 1892,administracion,trainee,78,2,medio,16,2,78,0
Empleado 1893,reposicion,junior,36,1,alto,13,9,82,1
Empleado 1894,atencion al cliente,junior,65,3,alto,30,12,100,1
Empleado 1895,atencion al cliente,junior,46,4,alto,7,8,49,0
Empleado 1896,ventas,junior,47,1,medio,20,2,89,0
Empleado 1897,deposito,trainee,95,3,medio,21,7,57,0
Empleado 1898,logistica,trainee,69,3,medio,21,12,97,0
Empleado 1899,caja,junior,41,2,alto,26,18,43,0
Empleado 1900,reposicion,junior,97,5,alto,30,2,93,0
Empleado 1901,ventas,senior,31,2,medio,8,11,64,0
Empleado 1902,caja,senior,98,2,medio,14,10,63,2
Empleado 1903,logistica,senior,37,4,bajo,13,1,100,0
Empleado 1904,ventas,junior,59,2,alto,26,2,61,0
Empleado 1905,deposito,trainee,50,2,medio,24,13,93,0
Empleado 1906,atencion al cliente,senior,59,5,alto,11,12,44,0
Empleado 1907,caja,junior,60,3,medio,11,9,100,1
Empleado 1908,reposicion,trainee,64,5,medio,27,1,54,0
Empleado 1909,deposito,junior,86,3,medio,16,3,43,0
Empleado 1910,reposicion,senior,47,2,medio,16,8,72,0
Empleado 1911,ventas,trainee,34,2,medio,2,6,45,0
Empleado 1912,deposito,trainee,47,4,alto,8,11,65,0
Empleado 1913,administracion,senior,79,1,medio,24,11,59,0
Empleado 1914,reposicion,junior,45,3,medio,6,1,72,0
Empleado 1915,caja,junior,50,1,alto,22,13,48,0
Empleado 1916,logistica,junior,54,1,medio,2,20,97,0
Empleado 1917,administracion,senior,35,4,alto,25,9,78,0
Empleado 1918,logistica,senior,62,3,medio,18,7,76,0
Empleado 1919,reposicion,senior,89,2,medio,2,20,53,0
Empleado 1920,caja,trainee,58,2,medio,9,6,92,0
Empleado 1921,ventas,trainee,84,5,medio,6,2,64,0
Empleado 1922,deposito,junior,89,5,bajo,26,3,95,0
Empleado 1923,administracion,junior,69,5,alto,2,8,97,1
Empleado 1924,administracion,junior,37,2,bajo,30,7,45,0
Empleado 1925,caja,trainee,53,1,medio,26,14,76,0
Empleado 1926,reposicion,senior,95,2,bajo,24,0,80,2
Empleado 1927,logistica,senior,31,1,medio,24,2,92,0
Empleado 1928,atencion al cliente,senior,88,4,medio,22,8,90,2
Empleado 1929,atencion al cliente,trainee,42,5,bajo,17,0,58,0
Empleado 1930,deposito,trainee,49,2,medio,16,4,91,0
Empleado 1931,atencion al cliente,junior,50,2,alto,14,9,44,0
Empleado 1932,ventas,senior,38,1,medio,21,13,71,0
Empleado 1933,deposito,junior,53,5,alto,5,16,53,0
Empleado 1934,ventas,junior,69,1,alto,7,10,50,1
Empleado 1935,caja,junior,40,4,alto,30,11,85,1
Empleado 1936,ventas,senior,95,5,medio,28,14,91,2
Empleado 1937,logistica,junior,85,3,alto,20,6,94,1
Empleado 1938,logistica,junior,95,3,medio,16,19,76,2
Empleado 1939,ventas,trainee,61,4,medio,16,10,77,0
Empleado 1940,ventas,senior,54,3,medio,5,9,53,0
Empleado 1941,deposito,junior,80,3,alto,13,2,98,0
Empleado 1942,logistica,senior,42,2,medio,11,9,67,0
Empleado 1943,ventas,junior,64,2,alto,24,16,78,0
Empleado 1944,logistica,trainee,66,5,medio,13,18,100,2
Empleado 1945,caja,junior,93,5,bajo,11,0,82,0
Empleado 1946,ventas,senior,35,4,medio,12,4,46,0
Empleado 1947,ventas,junior,84,3,alto,14,14,84,1
Empleado 1948,caja,junior,91,5,alto,14,7,44,0
Empleado 1949,deposito,senior,78,4,medio,27,13,46,0
Empleado 1950,administracion,trainee,90,4,alto,10,8,51,0
Empleado 1951,logistica,senior,95,1,alto,6,14,57,0
Empleado 1952,caja,junior,40,1,medio,25,10,73,0
Empleado 1953,atencion al cliente,senior,34,1,alto,22,17,46,0
Empleado 1954,caja,senior,63,3,medio,4,0,82,1
Empleado 1955,ventas,junior,99,2,medio,15,0,58,0
Empleado 1956,caja,junior,71,2,medio,5,3,72,1
Empleado 1957,reposicion,trainee,63,1,medio,18,19,49,0
Empleado 1958,reposicion,trainee,91,5,medio,5,10,67,0
Empleado 1959,caja,senior,78,3,medio,11,9,88,1
Empleado 1960,logistica,trainee,92,5,medio,15,5,75,0
Empleado 1961,logistica,junior,31,1,bajo,18,12,46,0
Empleado 1962,atencion al cliente,trainee,30,3,alto,8,19,97,0
Empleado 1963,atencion al cliente,junior,68,1,alto,26,10,82,1
Empleado 1964,administracion,junior,84,1,medio,19,13,63,1
Empleado 1965,deposito,trainee,64,3,bajo,25,8,72,0
Empleado 1966,caja,junior,33,5,bajo,10,9,58,0
Empleado 1967,logistica,trainee,49,1,medio,29,7,71,0
Empleado 1968,logistica,trainee,81,1,medio,3,1,72,0
Empleado 1969,atencion al cliente,trainee,81,5,medio,28,8,81,1
Empleado 1970,caja,trainee,76,4,alto,10,1,73,0
Empleado 1971,deposito,junior,77,2,alto,4,8,74,1
Empleado 1972,logistica,senior,37,2,medio,17,6,94,0
Empleado 1973,reposicion,trainee,76,3,medio,12,7,47,0
Empleado 1974,deposito,junior,55,3,medio,9,16,76,0
Empleado 1975,caja,senior,33,4,bajo,26,2,93,0
Empleado 1976,reposicion,senior,30,5,medio,22,10,55,0
Empleado 1977,logistica,trainee,77,3,bajo,23,13,49,0
Empleado 1978,reposicion,trainee,67,3,medio,15,3,76,0
Empleado 1979,ventas,junior,93,3,alto,23,16,50,2
Empleado 1980,deposito,senior,53,3,medio,19,4,78,0
Empleado 1981,reposicion,trainee,38,5,medio,7,10,85,0
Empleado 1982,reposicion,senior,35,5,alto,8,16,95,0
Empleado 1983,atencion al cliente,senior,77,5,bajo,30,20,73,2
Empleado 1984,ventas,trainee,41,5,alto,21,0,41,0
Empleado 1985,ventas,junior,60,4,medio,19,0,69,0
Empleado 1986,reposicion,senior,78,1,medio,28,9,40,0
Empleado 1987,deposito,junior,36,2,bajo,18,4,79,0
Empleado 1988,administracion,trainee,49,2,bajo,16,8,90,0
Empleado 1989,ventas,trainee,79,5,bajo,3,15,66,0
Empleado 1990,deposito,trainee,41,4,alto,3,10,84,0
Empleado 1991,logistica,junior,64,2,alto,22,9,74,1
Empleado 1992,administracion,junior,91,3,medio,19,9,71,0
Empleado 1993,reposicion,trainee,95,4,alto,15,12,62,0
Empleado 1994,reposicion,junior,74,4,bajo,3,5,90,1
Empleado 1995,administracion,junior,55,4,medio,15,5,44,0
Empleado 1996,administracion,trainee,80,1,alto,6,17,82,1
Empleado 1997,caja,senior,84,4,bajo,18,1,40,0
Empleado 1998,reposicion,junior,97,1,medio,18,6,59,0
Empleado 1999,reposicion,junior,31,5,alto,30,7,93,1
Empleado 2000,caja,senior,68,3,medio,25,8,90,1
Empleado 2001,deposito,junior,53,1,bajo,14,10,54,0
Empleado 2002,logistica,junior,95,1,medio,14,7,76,0
Empleado 2003,administracion,trainee,88,5,medio,28,8,87,0
Empleado 2004,deposito,trainee,78,3,medio,20,17,94,0
Empleado 2005,deposito,trainee,57,1,alto,14,18,99,0
Empleado 2006,logistica,senior,97,4,alto,23,19,92,2
Empleado 2007,logistica,junior,73,1,alto,25,5,59,1
Empleado 2008,ventas,junior,69,2,medio,19,11,66,1
Empleado 2009,reposicion,junior,57,1,medio,13,19,95,0
Empleado 2010,caja,junior,56,1,medio,3,0,84,0
Empleado 2011,ventas,senior,48,5,bajo,3,18,78,0
Empleado 2012,deposito,trainee,95,2,alto,9,6,63,0
Empleado 2013,atencion al cliente,junior,52,1,bajo,21,3,47,0
Empleado 2014,ventas,trainee,70,5,medio,3,11,65,0
Empleado 2015,caja,junior,87,5,medio,19,17,71,2
Empleado 2016,ventas,senior,99,2,medio,24,12,50,2
Empleado 2017,atencion al cliente,junior,71,4,medio,16,3,100,0
Empleado 2018,reposicion,junior,35,1,medio,20,15,63,0
Empleado 2019,administracion,junior,32,1,bajo,20,11,42,0
Empleado 2020,caja,trainee,45,3,bajo,4,3,90,0
Empleado 2021,reposicion,junior,40,1,bajo,26,16,92,0
Empleado 2022,deposito,junior,43,2,medio,13,20,69,0
Empleado 2023,atencion al cliente,trainee,57,1,medio,26,2,47,0
Empleado 2024,administracion,senior,53,2,medio,9,18,52,0
Empleado 2025,reposicion,junior,67,1,bajo,23,0,88,1
Empleado 2026,caja,senior,51,5,bajo,7,9,76,0
Empleado 2027,logistica,senior,87,3,medio,5,10,86,1
Empleado 2028,caja,senior,34,4,alto,28,12,46,0
Empleado 2029,administracion,senior,45,5,bajo,18,2,48,0
Empleado 2030,administracion,junior,41,2,medio,21,18,65,0
Empleado 2031,administracion,trainee,97,5,medio,3,12,92,1
Empleado 2032,caja,senior,52,1,bajo,14,9,70,0
Empleado 2033,deposito,senior,74,3,medio,16,7,78,0
Empleado 2034,administracion,trainee,93,3,medio,23,17,61,0
Empleado 2035,ventas,trainee,70,1,medio,19,0,49,0
Empleado 2036,atencion al cliente,senior,78,3,alto,30,8,49,0
Empleado 2037,caja,junior,85,4,medio,20,11,42,1
Empleado 2038,atencion al cliente,junior,95,2,bajo,20,7,76,0
Empleado 2039,logistica,junior,88,1,alto,10,12,70,0
Empleado 2040,logistica,trainee,75,4,medio,13,12,81,1
Empleado 2041,administracion,senior,57,1,alto,11,20,87,2
Empleado 2042,logistica,senior,33,1,alto,3,4,98,0
Empleado 2043,deposito,senior,30,3,medio,26,0,69,0
Empleado 2044,logistica,junior,41,1,bajo,26,11,53,0
Empleado 2045,reposicion,senior,98,3,medio,22,4,40,0
Empleado 2046,caja,junior,96,4,bajo,14,19,95,2
Empleado 2047,atencion al cliente,senior,42,2,bajo,24,16,97,2
Empleado 2048,logistica,trainee,91,3,medio,20,3,99,0
Empleado 2049,ventas,senior,84,3,medio,24,18,44,2
Empleado 2050,atencion al cliente,junior,32,3,medio,29,14,62,0
Empleado 2051,deposito,junior,59,2,alto,20,16,59,0
Empleado 2052,logistica,junior,48,1,medio,11,17,67,0
Empleado 2053,administracion,trainee,38,1,medio,28,11,100,0
Empleado 2054,deposito,trainee,68,5,bajo,11,17,85,0
Empleado 2055,deposito,senior,37,4,alto,2,20,73,0
Empleado 2056,reposicion,senior,48,2,bajo,27,19,88,2
Empleado 2057,ventas,senior,74,5,medio,28,7,54,0
Empleado 2058,reposicion,trainee,51,1,alto,16,17,67,0
Empleado 2059,administracion,junior,87,3,medio,21,20,86,2
Empleado 2060,deposito,junior,90,3,alto,3,15,70,1
Empleado 2061,deposito,junior,79,4,alto,26,13,93,1
Empleado 2062,ventas,junior,81,2,medio,2,1,76,0
Empleado 2063,deposito,trainee,54,4,medio,16,14,53,0
Empleado 2064,ventas,junior,66,3,alto,7,13,48,1
Empleado 2065,reposicion,trainee,42,1,medio,9,18,69,0
Empleado 2066,atencion al cliente,junior,90,2,alto,21,20,60,2
Empleado 2067,atencion al cliente,senior,83,4,medio,5,1,74,0
Empleado 2068,logistica,trainee,30,4,medio,18,1,66,0
Empleado 2069,deposito,junior,99,2,bajo,20,3,61,0
Empleado 2070,deposito,senior,55,3,bajo,8,8,74,0
Empleado 2071,deposito,junior,30,3,medio,23,2,45,0
Empleado 2072,logistica,junior,70,1,alto,5,9,80,1
Empleado 2073,ventas,junior,91,4,alto,7,8,77,1
Empleado 2074,logistica,junior,97,4,medio,25,1,62,0
Empleado 2075,atencion al cliente,senior,76,1,medio,9,10,50,0
Empleado 2076,logistica,junior,94,2,medio,13,20,62,2
Empleado 2077,reposicion,junior,70,1,alto,21,14,45,1
Empleado 2078,caja,junior,39,4,bajo,12,6,90,1
Empleado 2079,deposito,senior,78,4,medio,2,3,80,0
Empleado 2080,logistica,senior,48,1,alto,18,7,87,0
Empleado 2081,atencion al cliente,trainee,86,1,alto,9,13,82,0
Empleado 2082,reposicion,junior,77,3,medio,6,14,93,1
Empleado 2083,reposicion,junior,64,1,medio,29,11,85,1
Empleado 2084,atencion al cliente,junior,83,4,medio,8,14,89,1
Empleado 2085,atencion al cliente,junior,66,2,medio,30,2,53,0
Empleado 2086,logistica,senior,99,1,bajo,2,1,93,0
Empleado 2087,atencion al cliente,senior,90,5,alto,4,11,45,0
Empleado 2088,caja,trainee,70,4,medio,4,11,40,0
Empleado 2089,logistica,senior,59,4,alto,27,11,45,0
Empleado 2090,deposito,trainee,48,1,alto,14,7,60,0
Empleado 2091,atencion al cliente,trainee,85,3,alto,4,10,45,0
Empleado 2092,logistica,senior,86,2,medio,13,15,79,2
Empleado 2093,deposito,junior,52,2,alto,13,4,67,0
Empleado 2094,caja,senior,68,5,alto,4,8,81,1
Empleado 2095,ventas,senior,37,4,bajo,21,17,65,0
Empleado 2096,atencion al cliente,junior,68,4,medio,20,9,80,1
Empleado 2097,administracion,trainee,67,3,medio,5,9,43,0
Empleado 2098,logistica,junior,40,5,bajo,14,11,42,0
Empleado 2099,reposicion,junior,79,3,alto,26,14,66,1
Empleado 2100,reposicion,junior,68,4,medio,12,2,95,1
Empleado 2101,caja,junior,90,4,alto,10,16,64,2
Empleado 2102,reposicion,junior,70,2,medio,20,1,91,1
Empleado 2103,administracion,trainee,93,1,alto,4,1,71,0
Empleado 2104,reposicion,junior,57,5,medio,13,13,83,1
Empleado 2105,ventas,junior,56,4,alto,11,6,57,0
Empleado 2106,reposicion,junior,62,4,medio,27,14,79,1
Empleado 2107,deposito,junior,50,5,medio,19,12,71,0
Empleado 2108,ventas,senior,40,5,alto,20,16,57,0
Empleado 2109,caja,junior,52,1,medio,30,17,41,0
Empleado 2110,ventas,junior,65,4,alto,30,19,71,0
Empleado 2111,atencion al cliente,trainee,60,2,medio,29,5,50,0
Empleado 2112,reposicion,senior,72,2,medio,19,2,40,0
Empleado 2113,ventas,junior,94,2,medio,28,12,76,0
Empleado 2114,reposicion,junior,43,2,medio,2,9,92,0
Empleado 2115,logistica,junior,33,1,medio,13,7,79,0
Empleado 2116,caja,junior,89,4,medio,11,4,91,0
Empleado 2117,atencion al cliente,junior,85,3,alto,15,19,82,1
Empleado 2118,reposicion,junior,84,4,alto,25,12,56,1
Empleado 2119,deposito,senior,85,4,alto,28,15,87,1
Empleado 2120,atencion al cliente,trainee,34,2,medio,29,12,95,0
Empleado 2121,atencion al cliente,senior,72,4,medio,12,14,92,1
Empleado 2122,atencion al cliente,senior,91,1,medio,28,9,67,2
Empleado 2123,deposito,senior,33,5,medio,30,11,82,0
Empleado 2124,administracion,trainee,79,2,alto,21,2,62,0
Empleado 2125,caja,trainee,92,5,bajo,14,2,64,0
Empleado 2126,caja,senior,45,5,alto,24,13,84,0
Empleado 2127,deposito,junior,59,3,bajo,21,4,92,0
Empleado 2128,ventas,junior,33,2,alto,25,14,83,1
Empleado 2129,ventas,senior,55,2,medio,6,4,86,0
Empleado 2130,administracion,junior,47,1,medio,9,6,42,0
Empleado 2131,ventas,junior,55,1,alto,15,2,64,0
Empleado 2132,deposito,senior,55,4,medio,2,10,96,0
Empleado 2133,caja,trainee,89,4,medio,5,8,60,0
Empleado 2134,reposicion,junior,79,1,medio,18,2,59,0
Empleado 2135,caja,junior,87,3,alto,3,9,94,1
Empleado 2136,caja,senior,63,5,alto,29,9,46,0
Empleado 2137,caja,junior,34,1,medio,18,18,60,0
Empleado 2138,atencion al cliente,junior,93,1,medio,8,4,88,1
Empleado 2139,logistica,junior,32,4,alto,6,16,54,0
Empleado 2140,atencion al cliente,trainee,40,5,alto,25,6,83,0
Empleado 2141,deposito,trainee,79,3,bajo,20,0,75,0
Empleado 2142,atencion al cliente,junior,69,4,medio,12,6,57,1
Empleado 2143,administracion,junior,80,2,medio,12,15,93,1
Empleado 2144,administracion,senior,38,5,alto,4,8,73,0
Empleado 2145,atencion al cliente,junior,84,5,medio,7,10,51,1
Empleado 2146,deposito,trainee,43,5,bajo,14,3,100,0
Empleado 2147,administracion,senior,90,5,medio,21,7,51,2
Empleado 2148,caja,junior,82,5,alto,18,18,63,0
Empleado 2149,logistica,junior,93,1,bajo,17,5,61,0
Empleado 2150,deposito,junior,74,3,bajo,16,12,64,1
Empleado 2151,atencion al cliente,junior,42,1,bajo,8,17,53,0
Empleado 2152,administracion,senior,80,2,alto,16,14,83,1
Empleado 2153,caja,trainee,57,1,medio,27,2,96,0
Empleado 2154,administracion,junior,73,3,medio,19,18,54,0
Empleado 2155,administracion,senior,54,3,alto,14,16,40,0
Empleado 2156,atencion al cliente,trainee,52,1,alto,24,19,48,0
Empleado 2157,administracion,junior,43,5,bajo,24,4,43,0
Empleado 2158,deposito,senior,44,1,alto,12,11,61,0
Empleado 2159,atencion al cliente,senior,83,3,medio,22,12,60,0
Empleado 2160,ventas,junior,57,1,bajo,16,10,52,0
Empleado 2161,deposito,junior,71,4,bajo,26,5,65,1
Empleado 2162,reposicion,senior,88,2,medio,17,16,66,2
Empleado 2163,deposito,senior,30,5,medio,13,0,70,0
Empleado 2164,atencion al cliente,senior,91,3,medio,29,12,87,2
Empleado 2165,deposito,trainee,60,2,alto,24,20,48,0
Empleado 2166,administracion,senior,87,3,medio,22,1,55,0
Empleado 2167,caja,senior,63,4,medio,17,17,51,2
Empleado 2168,deposito,senior,53,4,alto,18,18,75,0
Empleado 2169,ventas,trainee,34,3,bajo,3,20,96,0
Empleado 2170,administracion,trainee,35,3,medio,29,3,43,0
Empleado 2171,reposicion,senior,51,3,bajo,24,3,82,0
Empleado 2172,deposito,trainee,72,2,medio,27,18,95,0
Empleado 2173,caja,junior,63,4,medio,29,12,52,1
Empleado 2174,ventas,junior,32,5,medio,13,16,43,0
Empleado 2175,reposicion,junior,53,1,bajo,19,2,95,0
Empleado 2176,administracion,junior,31,2,medio,27,2,76,0
Empleado 2177,reposicion,trainee,88,1,bajo,28,15,86,0
Empleado 2178,administracion,junior,87,2,bajo,30,20,91,2
Empleado 2179,deposito,junior,61,2,alto,25,8,68,1
Empleado 2180,caja,trainee,80,2,alto,22,19,97,2
Empleado 2181,caja,senior,33,5,alto,4,15,87,1
Empleado 2182,caja,junior,52,4,medio,19,13,67,0
Empleado 2183,atencion al cliente,senior,52,2,medio,4,10,88,1
Empleado 2184,administracion,trainee,99,3,medio,4,8,52,0
Empleado 2185,ventas,senior,38,1,medio,4,20,81,0
Empleado 2186,logistica,junior,31,5,medio,4,14,91,1
Empleado 2187,caja,junior,72,1,medio,24,16,40,0
Empleado 2188,atencion al cliente,trainee,58,5,alto,23,16,97,0
Empleado 2189,ventas,junior,50,4,medio,6,10,56,0
Empleado 2190,administracion,junior,65,5,bajo,13,10,40,1
Empleado 2191,reposicion,junior,83,1,alto,20,15,51,1
Empleado 2192,caja,junior,71,3,medio,6,17,66,1
Empleado 2193,ventas,senior,82,3,medio,5,5,62,1
Empleado 2194,reposicion,trainee,86,4,alto,15,13,93,0
Empleado 2195,atencion al cliente,junior,44,4,alto,9,12,88,1
Empleado 2196,logistica,junior,43,3,medio,9,5,43,0
Empleado 2197,deposito,senior,59,1,medio,8,6,74,0
Empleado 2198,atencion al cliente,junior,32,4,medio,13,8,76,0
Empleado 2199,atencion al cliente,trainee,37,4,alto,20,9,60,0
Empleado 2200,caja,senior,78,5,medio,8,12,79,1
Empleado 2201,administracion,senior,75,4,medio,12,9,83,1
Empleado 2202,atencion al cliente,junior,51,4,bajo,14,17,83,0
Empleado 2203,caja,trainee,64,4,medio,7,17,65,0
Empleado 2204,administracion,junior,65,1,alto,10,17,71,0
Empleado 2205,logistica,trainee,98,4,bajo,8,5,70,0
Empleado 2206,reposicion,senior,94,1,alto,22,13,100,2
Empleado 2207,logistica,trainee,85,4,medio,16,20,44,0
Empleado 2208,reposicion,junior,82,3,medio,24,18,54,0
Empleado 2209,reposicion,junior,65,1,medio,30,10,95,1
Empleado 2210,atencion al cliente,trainee,49,2,bajo,15,5,41,0
Empleado 2211,logistica,senior,88,2,medio,14,14,61,2
Empleado 2212,ventas,junior,33,5,alto,28,11,89,1
Empleado 2213,reposicion,senior,34,1,medio,23,5,43,0
Empleado 2214,reposicion,senior,48,4,medio,27,12,59,0
Empleado 2215,logistica,senior,47,4,alto,27,13,80,0
Empleado 2216,caja,junior,76,1,alto,23,18,96,2
Empleado 2217,caja,junior,30,1,bajo,25,9,51,0
Empleado 2218,administracion,trainee,78,4,medio,25,5,58,0
Empleado 2219,logistica,senior,77,3,bajo,12,18,43,2
Empleado 2220,atencion al cliente,senior,65,5,medio,18,18,48,2
Empleado 2221,atencion al cliente,trainee,81,1,alto,16,7,91,1
Empleado 2222,reposicion,senior,66,1,alto,15,0,58,0
Empleado 2223,administracion,senior,82,1,medio,8,12,82,1
Empleado 2224,atencion al cliente,senior,52,2,bajo,12,9,99,2
Empleado 2225,logistica,junior,74,1,medio,15,5,53,1
Empleado 2226,atencion al cliente,senior,66,4,medio,25,16,89,2
Empleado 2227,administracion,trainee,93,5,alto,25,14,61,0
Empleado 2228,logistica,junior,80,1,alto,16,12,89,1
Empleado 2229,ventas,junior,31,4,medio,7,1,72,0
Empleado 2230,atencion al cliente,trainee,93,5,bajo,26,4,77,0
Empleado 2231,atencion al cliente,trainee,47,1,alto,19,6,77,0
Empleado 2232,ventas,junior,65,2,medio,14,8,60,1
Empleado 2233,caja,trainee,94,2,alto,17,20,97,2
Empleado 2234,atencion al cliente,trainee,50,1,medio,2,20,97,0
Empleado 2235,atencion al cliente,junior,34,3,bajo,2,3,70,0
Empleado 2236,administracion,trainee,35,2,bajo,25,1,66,0
Empleado 2237,logistica,trainee,38,4,medio,12,20,79,0
Empleado 2238,ventas,senior,63,5,medio,28,18,50,2
Empleado 2239,logistica,junior,54,3,bajo,17,5,61,0
Empleado 2240,logistica,junior,95,3,medio,9,4,87,0
Empleado 2241,reposicion,junior,88,1,bajo,26,15,93,1
Empleado 2242,logistica,senior,67,4,medio,14,11,69,0
Empleado 2243,logistica,senior,72,3,medio,16,20,87,2
Empleado 2244,logistica,trainee,61,1,medio,18,12,75,0
Empleado 2245,deposito,trainee,52,2,bajo,4,11,59,0
Empleado 2246,caja,senior,68,3,bajo,15,18,53,2
Empleado 2247,reposicion,junior,58,4,medio,26,19,89,0
Empleado 2248,logistica,senior,77,1,medio,6,12,53,1
Empleado 2249,caja,trainee,34,5,medio,13,12,42,0
Empleado 2250,caja,senior,32,1,alto,9,8,40,0
Empleado 2251,atencion al cliente,trainee,43,5,medio,18,16,99,0
Empleado 2252,administracion,senior,59,3,alto,2,5,61,0
Empleado 2253,logistica,junior,65,5,medio,9,20,65,0
Empleado 2254,ventas,junior,51,3,medio,14,16,95,0
Empleado 2255,atencion al cliente,trainee,80,1,alto,29,11,42,0
Empleado 2256,ventas,trainee,46,2,alto,8,12,64,0
Empleado 2257,deposito,senior,37,2,medio,30,9,51,0
Empleado 2258,administracion,senior,89,1,medio,30,12,42,2
Empleado 2259,ventas,junior,33,1,alto,5,5,96,1
Empleado 2260,reposicion,junior,56,2,alto,16,2,47,0
Empleado 2261,logistica,junior,60,3,medio,25,2,83,1
Empleado 2262,logistica,senior,49,5,medio,13,6,60,0
Empleado 2263,deposito,senior,59,2,bajo,7,3,53,0
Empleado 2264,reposicion,trainee,31,3,alto,24,15,70,0
Empleado 2265,caja,junior,46,2,medio,5,4,58,0
Empleado 2266,ventas,senior,47,3,medio,18,16,42,0
Empleado 2267,caja,junior,41,3,medio,19,17,51,0
Empleado 2268,caja,junior,46,2,alto,3,0,61,0
Empleado 2269,ventas,senior,52,4,alto,5,9,98,0
Empleado 2270,caja,trainee,86,3,bajo,6,17,65,0
